"TERM_NO","EXEC_DATE","ITEM_CD","DATA1","DATA2","DATA_FOR"
"60017","2020-02-01 14:13:28","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151020","DDK1404068013000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151020"
"60017","2020-02-01 14:13:31","897312-1474","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251019","DDK1404068012000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251019"
"60017","2020-02-01 14:13:34","897312-1474","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251020","DDK1404068011000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251020"
"60017","2020-02-01 14:13:42","897312-1474","G1A01720200128902897312-1474    FG 20200129  6JA298973121474     20200128902","DDK1404068026000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200128902897312-1474    FG 20200129  6JA298973121474     20200128902"
"60017","2020-02-01 14:13:44","897312-1474","G1A01720200128902897312-1474    FG 20200129  6JA298973121474     20200128902","DDK1404068027000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200128902897312-1474    FG 20200129  6JA298973121474     20200128902"
"60017","2020-02-01 14:13:49","897312-1474","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251032","DDK1404068028000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200128902897312-1474              20200129     6JA298973121474               2020012890251032"
"60017","2020-02-01 14:13:52","897312-1474","G1A01720200128902897312-1474    FG 20200129  6JA298973121474     20200128902","DDK1404068029000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200128902897312-1474    FG 20200129  6JA298973121474     20200128902"
"60017","2020-02-01 14:13:54","897312-1474","G1A01720200128902897312-1474    FG 20200129  6JA298973121474     20200128902","DDK1404068030000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200128902897312-1474    FG 20200129  6JA298973121474     20200128902"
"60017","2020-02-01 14:13:58","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151019","DDK1404068025000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151019"
"60017","2020-02-01 14:14:00","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","DDK1404068024000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:14:02","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","DDK1404068023000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:14:05","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151016","DDK1404068022000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151016"
"60017","2020-02-01 14:14:07","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151030","DDK1404068021000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151030"
"60017","2020-02-01 14:14:10","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151013","DDK1404068016000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151013"
"60017","2020-02-01 14:14:12","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151012","DDK1404068017000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151012"
"60017","2020-02-01 14:14:15","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","DDK1404068018000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:14:17","897312-1474","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151028","DDK1404068019000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","GAK1A01720200130901897312-1474              20200130     6JA308973121474               2020013090151028"
"60017","2020-02-01 14:14:19","897312-1474","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901","DDK1404068020000006000006202002038973121474PUMP ASM;WATER(4TBKK  1A     ","G1A01720200130901897312-1474    FG 20200130  6JA308973121474     20200130901"
"60017","2020-02-01 14:14:23","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151010","FKK1403302016000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151010"
"60017","2020-02-01 14:14:25","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151013","FKK1403302017000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151013"
"60017","2020-02-01 14:14:29","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151002","FKK1403302018000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151002"
"60017","2020-02-01 14:14:31","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151005","FKK1403302019000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151005"
"60017","2020-02-01 14:14:34","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151008","FKK1403302020000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151008"
"60017","2020-02-01 14:14:39","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151027","FKK1403302001000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151027"
"60017","2020-02-01 14:14:41","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151029","FKK1403302002000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151029"
"60017","2020-02-01 14:14:45","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151030","FKK1403302003000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151030"
"60017","2020-02-01 14:14:47","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151031","FKK1403302004000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151031"
"60017","2020-02-01 14:14:50","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151032","FKK1403302005000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151032"
"60017","2020-02-01 14:14:54","898382-8360","G1A01720200131001898382-8360    FG 20200131  5JA318983828360     20200131001","FKK1403302006000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","G1A01720200131001898382-8360    FG 20200131  5JA318983828360     20200131001"
"60017","2020-02-01 14:14:56","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151017","FKK1403302007000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151017"
"60017","2020-02-01 14:15:00","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151021","FKK1403302008000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151021"
"60017","2020-02-01 14:15:03","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151022","FKK1403302009000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151022"
"60017","2020-02-01 14:15:05","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151023","FKK1403302010000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151023"
"60017","2020-02-01 14:15:09","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151024","FKK1403302011000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151024"
"60017","2020-02-01 14:15:11","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151018","FKK1403302012000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151018"
"60017","2020-02-01 14:15:15","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151019","FKK1403302013000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151019"
"60017","2020-02-01 14:15:17","898382-8360","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151020","FKK1403302014000005000005202002038983828360PUMP ASM;WATER  TBKK  1S     ","GAK1A01720200131001898382-8360              20200131     5JA318983828360               2020013100151020"
