"TERM_NO","EXEC_DATE","ITEM_CD","DATA1","DATA2","DATA_FOR"
"60017","2020-02-01 13:12:40","898243-2260","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151010","DDK1404071003000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151010"
"60017","2020-02-01 13:12:43","898243-2260","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151015","DDK1404071004000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151015"
"60017","2020-02-01 13:12:49","898243-2260","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151016","DDK1404071005000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151016"
"60017","2020-02-01 13:12:54","898243-2260","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151014","DDK1404071006000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151014"
"60017","2020-02-01 13:12:56","898243-2260","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151013","DDK1404071007000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151013"
"60017","2020-02-01 13:12:59","898243-2260","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151009","DDK1404071008000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151009"
"60017","2020-02-01 13:13:04","898243-2260","GAK1M08820200129001898243-2260              20200129    15JA298982432260               2020012900151017","DDK1404071009000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","GAK1M08820200129001898243-2260              20200129    15JA298982432260               2020012900151017"
"60017","2020-02-01 13:13:06","898243-2260","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151007","DDK1404071010000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151007"
"60017","2020-02-01 13:13:08","898243-2260","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151006","DDK1404071011000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151006"
"60017","2020-02-01 13:13:12","898243-2260","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151011","DDK1404071001000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","GAK1M08820200129901898243-2260              20200129    15JA298982432260               2020012990151011"
"60017","2020-02-01 13:13:15","898243-2260","G1M08820200129901898243-2260    FG 20200129 15JA298982432260     20200129901","DDK1404071002000015000015202002038982432260COVER ASM;T/CHAITBKK  1A     ","G1M08820200129901898243-2260    FG 20200129 15JA298982432260     20200129901"
"60017","2020-02-01 13:13:20","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251045","FKK1403114015000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251045"
"60017","2020-02-01 13:13:22","898351-8040","GAK1M12020200122002898351-8040              20200122    15JA228983518040               2020012200251036","FKK1403114016000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200122002898351-8040              20200122    15JA228983518040               2020012200251036"
"60017","2020-02-01 13:13:25","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251033","FKK1403114017000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251033"
"60017","2020-02-01 13:13:27","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251041","FKK1403114018000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251041"
"60017","2020-02-01 13:13:30","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251036","FKK1403114019000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251036"
"60017","2020-02-01 13:13:34","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251054","FKK1403114014000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251054"
"60017","2020-02-01 13:13:36","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251053","FKK1403114013000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251053"
"60017","2020-02-01 13:13:38","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251059","FKK1403114012000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251059"
"60017","2020-02-01 13:13:41","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251058","FKK1403114011000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251058"
"60017","2020-02-01 13:13:44","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251046","FKK1403114010000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251046"
"60017","2020-02-01 13:13:47","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251039","FKK1403114009000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251039"
"60017","2020-02-01 13:13:49","898351-8040","GAK1M12020200129002898351-8040              20200129    15JA298983518040               2020012900251048","FKK1403114004000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200129002898351-8040              20200129    15JA298983518040               2020012900251048"
"60017","2020-02-01 13:13:54","898351-8040","GAK1M12020200129002898351-8040              20200129    15JA298983518040               2020012900251060","FKK1403114005000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200129002898351-8040              20200129    15JA298983518040               2020012900251060"
"60017","2020-02-01 13:14:00","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251060","FKK1403114006000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251060"
"60017","2020-02-01 13:14:02","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251055","FKK1403114007000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251055"
"60017","2020-02-01 13:14:08","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251044","FKK1403114008000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251044"
"60017","2020-02-01 13:14:14","898351-8040","GAK1M12020200129002898351-8040              20200129    15JA298983518040               2020012900251039","DFK1403236011000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200129002898351-8040              20200129    15JA298983518040               2020012900251039"
"60017","2020-02-01 13:14:16","898351-8040","GAK1M12020200129002898351-8040              20200129    15JA298983518040               2020012900251042","DFK1403236012000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200129002898351-8040              20200129    15JA298983518040               2020012900251042"
"60017","2020-02-01 13:14:19","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251037","FKK1403114001000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251037"
"60017","2020-02-01 13:14:23","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251038","FKK1403114002000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251038"
"60017","2020-02-01 13:14:26","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251042","FKK1403114003000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251042"
"60017","2020-02-01 13:14:28","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251052","DFK1403236010000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251052"
"60017","2020-02-01 13:14:30","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251047","DFK1403236009000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251047"
"60017","2020-02-01 13:14:33","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251035","DFK1403236008000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251035"
"60017","2020-02-01 13:14:35","898351-8040","GAK1M12020200129002898351-8040              20200129    15JA298983518040               2020012900251038","DFK1403236007000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200129002898351-8040              20200129    15JA298983518040               2020012900251038"
"60017","2020-02-01 13:14:37","898351-8040","GAK1M12020200129002898351-8040              20200129    15JA298983518040               2020012900251051","DFK1403236006000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200129002898351-8040              20200129    15JA298983518040               2020012900251051"
"60017","2020-02-01 13:14:39","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251050","DFK1403236001000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251050"
"60017","2020-02-01 13:14:42","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251034","DFK1403236002000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251034"
"60017","2020-02-01 13:14:46","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251040","DFK1403236003000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251040"
"60017","2020-02-01 13:14:48","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251051","DFK1403236004000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251051"
"60017","2020-02-01 13:14:52","898351-8040","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251048","DFK1403236005000015000015202002038983518040GEAR;INJ PUMP   TBKK  1S     ","GAK1M12020200128002898351-8040              20200128    15JA288983518040               2020012800251048"
"60017","2020-02-01 13:14:56","898351-8020","GAK1M11820200129901898351-8020              20200129    15JA298983518020               2020012990151001","FKK1403111015000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129901898351-8020              20200129    15JA298983518020               2020012990151001"
"60017","2020-02-01 13:15:03","898351-8020","GAK1M11820200129901898351-8020              20200129    15JA298983518020               2020012990151009","FKK1403111016000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129901898351-8020              20200129    15JA298983518020               2020012990151009"
"60017","2020-02-01 13:15:07","898351-8020","GAK1M11820200128001898351-8020              20200128    15JA288983518020               2020012800151037","FKK1403111017000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200128001898351-8020              20200128    15JA288983518020               2020012800151037"
"60017","2020-02-01 13:15:09","898351-8020","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151005","FKK1403111018000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151005"
"60017","2020-02-01 13:15:13","898351-8020","G1M11820200129001898351-8020    FG 20200129 15JA298983518020     20200129001","FKK1403111019000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","G1M11820200129001898351-8020    FG 20200129 15JA298983518020     20200129001"
"60017","2020-02-01 13:15:16","898351-8020","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151012","FKK1403111014000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151012"
"60017","2020-02-01 13:15:20","898351-8020","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151009","FKK1403111013000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151009"
"60017","2020-02-01 13:15:22","898351-8020","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151008","FKK1403111012000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151008"
"60017","2020-02-01 13:15:24","898351-8020","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151037","FKK1403111011000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151037"
"60017","2020-02-01 13:15:27","898351-8020","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151027","FKK1403111010000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151027"
"60017","2020-02-01 13:15:29","898351-8020","GAK1M11820200129901898351-8020              20200129    15JA298983518020               2020012990151005","FKK1403111009000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129901898351-8020              20200129    15JA298983518020               2020012990151005"
"60017","2020-02-01 13:15:32","898351-8020","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151038","FKK1403111004000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151038"
"60017","2020-02-01 13:15:34","898351-8020","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151029","FKK1403111005000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151029"
"60017","2020-02-01 13:15:36","898351-8020","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151006","FKK1403111006000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151006"
"60017","2020-02-01 13:15:38","898351-8020","GAK1M11820200128001898351-8020              20200128    15JA288983518020               2020012800151036","FKK1403111007000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200128001898351-8020              20200128    15JA288983518020               2020012800151036"
"60017","2020-02-01 13:15:40","898351-8020","GAK1M11820200128001898351-8020              20200128    15JA288983518020               2020012800151029","FKK1403111008000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200128001898351-8020              20200128    15JA288983518020               2020012800151029"
"60017","2020-02-01 13:15:48","898351-8020","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151020","DFK1403234011000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151020"
"60017","2020-02-01 13:15:50","898351-8020","GAK1M11820200129901898351-8020              20200129    15JA298983518020               2020012990151013","DFK1403234012000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129901898351-8020              20200129    15JA298983518020               2020012990151013"
"60017","2020-02-01 13:15:53","898351-8020","GAK1M11820200128001898351-8020              20200128    15JA288983518020               2020012800151031","FKK1403111001000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200128001898351-8020              20200128    15JA288983518020               2020012800151031"
"60017","2020-02-01 13:15:55","898351-8020","GAK1M11820200128001898351-8020              20200128    15JA288983518020               2020012800151028","FKK1403111002000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200128001898351-8020              20200128    15JA288983518020               2020012800151028"
"60017","2020-02-01 13:15:57","898351-8020","GAK1M11820200128001898351-8020              20200128    15JA288983518020               2020012800151035","FKK1403111003000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200128001898351-8020              20200128    15JA288983518020               2020012800151035"
"60017","2020-02-01 13:16:03","898351-8020","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151021","DFK1403234006000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151021"
"60017","2020-02-01 13:16:05","898351-8020","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151025","DFK1403234007000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151025"
"60017","2020-02-01 13:16:08","898351-8020","GAK1M11820200128001898351-8020              20200128    15JA288983518020               2020012800151034","DFK1403234008000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200128001898351-8020              20200128    15JA288983518020               2020012800151034"
"60017","2020-02-01 13:16:10","898351-8020","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151007","DFK1403234009000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151007"
"60017","2020-02-01 13:16:12","898351-8020","GAK1M11820200128001898351-8020              20200128    15JA288983518020               2020012800151032","DFK1403234010000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200128001898351-8020              20200128    15JA288983518020               2020012800151032"
"60017","2020-02-01 13:16:15","898351-8020","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151015","DFK1403234005000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151015"
"60017","2020-02-01 13:16:17","898351-8020","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151014","DFK1403234004000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129001898351-8020              20200129    15JA298983518020               2020012900151014"
"60017","2020-02-01 13:16:19","898351-8020","G1M11820200129001898351-8020    FG 20200129 15JA298983518020     20200129001","DFK1403234003000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","G1M11820200129001898351-8020    FG 20200129 15JA298983518020     20200129001"
"60017","2020-02-01 13:16:23","898351-8020","GAK1M11820200129901898351-8020              20200129    15JA298983518020               2020012990151008","DFK1403234002000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129901898351-8020              20200129    15JA298983518020               2020012990151008"
"60017","2020-02-01 13:16:25","898351-8020","GAK1M11820200129901898351-8020              20200129    15JA298983518020               2020012990151002","DFK1403234001000015000015202002038983518020GEAR;CRANKSHAFT TBKK  1S     ","GAK1M11820200129901898351-8020              20200129    15JA298983518020               2020012990151002"
"60017","2020-02-01 13:16:32","898231-9070","GAK1M09120200130001898231-9070              20200130    15JA308982319070               2020013000151004","FYK1407814007000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200130001898231-9070              20200130    15JA308982319070               2020013000151004"
"60017","2020-02-01 13:16:34","898231-9070","GAK1M09120200128901898231-9070              20200129    15JA298982319070               2020012890151018","FYK1407814008000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200128901898231-9070              20200129    15JA298982319070               2020012890151018"
"60017","2020-02-01 13:16:36","898231-9070","GAK1M09120200129902898231-9070              20200130    15JA308982319070               2020012990251014","FYK1407814004000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200129902898231-9070              20200130    15JA308982319070               2020012990251014"
"60017","2020-02-01 13:16:38","898231-9070","GAK1M09120200129901898231-9070              20200129    15JA298982319070               2020012990151009","FYK1407814005000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200129901898231-9070              20200129    15JA298982319070               2020012990151009"
"60017","2020-02-01 13:16:42","898231-9070","G1M09120200129001898231-9070    FG 20200129 15JA298982319070     20200129001","FYK1407814006000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","G1M09120200129001898231-9070    FG 20200129 15JA298982319070     20200129001"
"60017","2020-02-01 13:16:44","898231-9070","GAK1M09120200130001898231-9070              20200130    15JA308982319070               2020013000151005","FYK1407814003000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200130001898231-9070              20200130    15JA308982319070               2020013000151005"
"60017","2020-02-01 13:16:47","898231-9070","GAK1M09120200131001898231-9070              20200131    15JA318982319070               2020013100151002","FYK1407814012000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200131001898231-9070              20200131    15JA318982319070               2020013100151002"
"60017","2020-02-01 13:16:49","898231-9070","GAK1M09120200129001898231-9070              20200129    15JA298982319070               2020012900151001","FYK1407814011000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200129001898231-9070              20200129    15JA298982319070               2020012900151001"
"60017","2020-02-01 13:16:51","898231-9070","GAK1M09120200129001898231-9070              20200129    15JA298982319070               2020012900151006","FYK1407814010000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200129001898231-9070              20200129    15JA298982319070               2020012900151006"
"60017","2020-02-01 13:16:53","898231-9070","GAK1M09120200129901898231-9070              20200129    15JA298982319070               2020012990151007","FYK1407814009000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200129901898231-9070              20200129    15JA298982319070               2020012990151007"
"60017","2020-02-01 13:16:56","898231-9070","GAK1M09120200131001898231-9070              20200131    15JA318982319070               2020013100151003","DDK1404070009000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200131001898231-9070              20200131    15JA318982319070               2020013100151003"
"60017","2020-02-01 13:17:01","898231-9070","G1M09120200129901898231-9070    FG 20200129 15JA298982319070     20200129901","DDK1404070010000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","G1M09120200129901898231-9070    FG 20200129 15JA298982319070     20200129901"
"60017","2020-02-01 13:17:06","898231-9070","GAK1M09120200129902898231-9070              20200130    15JA308982319070               2020012990251002","DDK1404070011000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200129902898231-9070              20200130    15JA308982319070               2020012990251002"
"60017","2020-02-01 13:17:11","898231-9070","GAK1M09120200131001898231-9070              20200131    15JA318982319070               2020013100151004","FYK1407814001000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200131001898231-9070              20200131    15JA318982319070               2020013100151004"
"60017","2020-02-01 13:17:18","898231-9070","GAK1M09120200129901898231-9070              20200129    15JA298982319070               2020012990151002","FYK1407814002000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200129901898231-9070              20200129    15JA298982319070               2020012990151002"
"60017","2020-02-01 13:17:26","898231-9070","GAK1M09120200129001898231-9070              20200129    15JA298982319070               2020012900151004","DDK1404070004000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200129001898231-9070              20200129    15JA298982319070               2020012900151004"
"60017","2020-02-01 13:17:29","898231-9070","GAK1M09120200128001898231-9070              20200128    15JA288982319070               2020012800151044","DDK1404070005000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200128001898231-9070              20200128    15JA288982319070               2020012800151044"
"60017","2020-02-01 13:17:36","898231-9070","GAK1M09120200129902898231-9070              20200130    15JA308982319070               2020012990251015","DDK1404070006000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200129902898231-9070              20200130    15JA308982319070               2020012990251015"
"60017","2020-02-01 13:17:39","898231-9070","GAK1M09120200128001898231-9070              20200128    15JA288982319070               2020012800151043","DDK1404070007000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200128001898231-9070              20200128    15JA288982319070               2020012800151043"
"60017","2020-02-01 13:17:42","898231-9070","G1M09120200128901898231-9070    FG 20200129 15JA298982319070     20200128901","DDK1404070008000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","G1M09120200128901898231-9070    FG 20200129 15JA298982319070     20200128901"
"60017","2020-02-01 13:17:46","898231-9070","G1M09120200128901898231-9070    FG 20200129 15JA298982319070     20200128901","DDK1404070003000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","G1M09120200128901898231-9070    FG 20200129 15JA298982319070     20200128901"
"60017","2020-02-01 13:17:48","898231-9070","G1M09120200128901898231-9070    FG 20200129 15JA298982319070     20200128901","DDK1404070002000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","G1M09120200128901898231-9070    FG 20200129 15JA298982319070     20200128901"
"60017","2020-02-01 13:17:51","898231-9070","G1M09120200128901898231-9070    FG 20200129 15JA298982319070     20200128901","DDK1404070001000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","G1M09120200128901898231-9070    FG 20200129 15JA298982319070     20200128901"
"60017","2020-02-01 13:17:53","898231-9070","G1M09120200128901898231-9070    FG 20200129 15JA298982319070     20200128901","FYK1408205007000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","G1M09120200128901898231-9070    FG 20200129 15JA298982319070     20200128901"
"60017","2020-02-01 13:17:56","898231-9070","G1M09120200128901898231-9070    FG 20200129 15JA298982319070     20200128901","FYK1408205006000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","G1M09120200128901898231-9070    FG 20200129 15JA298982319070     20200128901"
"60017","2020-02-01 13:17:59","898231-9070","GAK1M09120200128001898231-9070              20200128    15JA288982319070               2020012800151036","FYK1408205001000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200128001898231-9070              20200128    15JA288982319070               2020012800151036"
"60017","2020-02-01 13:18:02","898231-9070","G1M09120200128901898231-9070    FG 20200129 15JA298982319070     20200128901","FYK1408205002000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","G1M09120200128901898231-9070    FG 20200129 15JA298982319070     20200128901"
"60017","2020-02-01 13:18:05","898231-9070","GAK1M09120200128001898231-9070              20200128    15JA288982319070               2020012800151035","FYK1408205003000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200128001898231-9070              20200128    15JA288982319070               2020012800151035"
"60017","2020-02-01 13:18:07","898231-9070","G1M09120200128001898231-9070    FG 20200128 15JA288982319070     20200128001","FYK1408205004000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","G1M09120200128001898231-9070    FG 20200128 15JA288982319070     20200128001"
"60017","2020-02-01 13:18:11","898231-9070","GAK1M09120200128001898231-9070              20200128    15JA288982319070               2020012800151033","FYK1408205005000015000015202002038982319070GEAR ASM;IDLE D TBKK  1A     ","GAK1M09120200128001898231-9070              20200128    15JA288982319070               2020012800151033"
"60017","2020-02-01 13:28:02","898248-1612","G1M11920200130002898248-1612    FG 20200129 30JA298982481612     20200130002","8982481612","G1M11920200130002898248-1612    FG 20200129 30JA298982481612     20200130002"
