"ITEM_CD","LOT_NUMBER","INVOICE_NO","DELIVERY_DATE","SHIP_PLAN_DATE","SHIP_QTY","SLIP_CD","CREATED_DATE","CUST_ODR_NO","CUST_CD","TOTAL"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:55:36","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:55:37","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:55:40","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:55:41","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:55:43","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:55:44","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:56:28","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:56:34","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:56:38","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:56:40","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:56:42","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:56:44","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:56:46","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:56:49","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:56:51","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:56:54","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:56:55","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:03","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:05","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:08","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:10","2B20020011","D20410","756"
"49373-25698","JB07","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:12","2B20020011","D20410","756"
"49373-25698","JB07","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:14","2B20020011","D20410","756"
"49373-25698","JB07","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:16","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:18","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:21","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:22","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:24","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:29","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:30","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:32","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:34","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:35","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:37","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:38","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:40","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:41","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:43","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:47","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:49","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:51","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:52","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:55","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:56","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:58","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:57:59","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:58:03","2B20020011","D20410","756"
"49373-25698","JB06","9020020026","2020-02-08 04:00:00","2020-02-08","6","50SLD0000243564","2020-02-07 13:58:05","2B20020011","D20410","756"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:51:49","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:51:50","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:51:53","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:51:54","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:51:55","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:51:57","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:51:58","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:51:59","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:00","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:01","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:02","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:03","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:04","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:05","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:07","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:08","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:09","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:10","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:11","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:12","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:13","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:17","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:26","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:28","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:29","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:30","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:31","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:32","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:33","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:35","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:36","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:37","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:38","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:39","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:40","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:42","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:44","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:45","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:46","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:47","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:48","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:52:49","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:10","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:12","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:13","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:15","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:16","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:17","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:19","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:20","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:21","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:23","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:25","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:26","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:28","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:29","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:30","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:31","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:32","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:34","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:35","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:36","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:37","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:38","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:40","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:41","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:42","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:43","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:45","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:46","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:48","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:49","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:50","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:52","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:54","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:55","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:56","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:57","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:58","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:53:59","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:54:00","2B20020011","D20410","504"
"49373-25698","JB06","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:54:01","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:54:03","2B20020011","D20410","504"
"49373-25698","JB07","9020020027","2020-02-08 16:00:00","2020-02-08","6","50SLD0000243567","2020-02-08 12:54:04","2B20020011","D20410","504"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:24","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:25","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:26","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:28","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:30","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:31","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:32","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:34","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:35","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:37","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:38","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:39","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:40","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:42","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:44","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:46","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:47","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:48","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:51","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:53","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:54","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:57","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:00:59","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:00","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:02","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:05","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:07","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:08","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:09","2B20020011","D20410","1512"
"49373-25590","JB05","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:10","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:12","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:13","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:14","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:15","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:18","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:20","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:23","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:25","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:26","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:27","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:28","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:29","2B20020011","D20410","1512"
"49373-25590","JB05","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:57","2B20020011","D20410","1512"
"49373-25590","JB05","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:58","2B20020011","D20410","1512"
"49373-25590","JB05","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:01:59","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:02:00","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:02:01","2B20020011","D20410","1512"
"49373-25590","JB05","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:02:02","2B20020011","D20410","1512"
"49373-25590","JB05","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:02:04","2B20020011","D20410","1512"
"49373-25590","JB05","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:02:05","2B20020011","D20410","1512"
"49373-25590","JB05","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:02:06","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:02:07","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:02:08","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:02:09","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:02:11","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:02:12","2B20020011","D20410","1512"
"49373-25590","JB06","9020020028","2020-02-08 09:00:00","2020-02-08","12","50SLD0000243954","2020-02-08 08:02:14","2B20020011","D20410","1512"
